osm_id,code,fclass,name,type
"1165612355",1500,building,,
"1165612356",1500,building,,
"1182163834",1500,building,,
"1182163836",1500,building,,
"1182163837",1500,building,,
"1182163838",1500,building,,
"1182163839",1500,building,,
"1182163840",1500,building,,
"1182163841",1500,building,,
"1182163844",1500,building,,
"1182163845",1500,building,,
"1182163846",1500,building,,
"1182163847",1500,building,,
"1182163848",1500,building,,
"1182163849",1500,building,,
"1182163850",1500,building,,
"1182163851",1500,building,,
"1182163852",1500,building,,
"1182163853",1500,building,,
"1182163854",1500,building,,
"1182163855",1500,building,,
"1182163856",1500,building,,
"1182163858",1500,building,,
"1182163859",1500,building,,
"1182163860",1500,building,,
"1182164705",1500,building,,
"1182164706",1500,building,,
"1182164707",1500,building,,
"1182164708",1500,building,,
"1182164709",1500,building,,
"1182164710",1500,building,,
"1182164711",1500,building,,
"1182164712",1500,building,,
"1183922755",1500,building,,
"1183922756",1500,building,,
"1183922757",1500,building,,
"1183922758",1500,building,,
"1183922759",1500,building,,
"1183922760",1500,building,,
"1183922761",1500,building,,
"1183922762",1500,building,,
"1183922763",1500,building,,
"1183922765",1500,building,,
"1183922766",1500,building,,
"1183922767",1500,building,,
"1183922768",1500,building,,
"1183922769",1500,building,,
"1183922770",1500,building,,
"1183922839",1500,building,,
"1183922840",1500,building,,
"1183922841",1500,building,,
"1183922842",1500,building,,
"1183922843",1500,building,,
"1183922844",1500,building,,
"1183922845",1500,building,,
"1183922846",1500,building,,
"1184268780",1500,building,,
"1184268781",1500,building,,
"1184268782",1500,building,,
"1184268783",1500,building,,
"1184268784",1500,building,,
"1184268785",1500,building,,
"1184268786",1500,building,,
"1184268787",1500,building,,
"1184268788",1500,building,,
